agency,item,quantity,datereceived,totalcost
OLD TAPPAN POLICE DEPT,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
OLD TAPPAN POLICE DEPT,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
PARAMUS POLICE DEPT,"SIGHT,REAR",2,8/26/14,$118.20 
PARAMUS POLICE DEPT,"SIGHT,REFLEX",5,8/26/14,"$1,700.00 "
PARAMUS POLICE DEPT,"SIGHT,REFLEX",5,8/26/14,"$1,700.00 "
PARAMUS POLICE DEPT,"SAFETY GLASSES,REVISION SAWFLY EYEWEAR SYSTEM,REGULAR",20,8/26/14,"$1,116.40 "
PARAMUS POLICE DEPT,"GOGGLES,INDUSTRIAL",11,8/26/14,$694.87 
PARAMUS POLICE DEPT,"UNDERSHIRT,COLD  WEATHER",15,8/26/14,$139.95 
PARAMUS POLICE DEPT,"UNDERSHIRT,COLD  WEATHER",15,8/26/14,$214.50 
PARAMUS POLICE DEPT,"POUCH,INDIVIDUAL FIRST AID KIT",25,8/26/14,$530.50 
PARAMUS POLICE DEPT,"DRESSING,CHEST SEAL WOUND",40,8/26/14,"$8,319.20 "
PARAMUS POLICE DEPT,"SHIRT,COLD WEATHER",5,8/26/14,$301.25 
PARAMUS POLICE DEPT,"SHIRT,COLD WEATHER",10,8/26/14,$602.50 
PARAMUS POLICE DEPT,ASSAULT PACK,2,8/26/14,$179.94 
PARAMUS POLICE DEPT,"SHIRT,COLD WEATHER",4,8/26/14,$241.00 
PARAMUS POLICE DEPT,"HOOD,COLD WEATHER",25,9/24/14,$233.50 
PARAMUS POLICE DEPT,"KIT BAG,FLYER'S",2,9/24/14,$60.22 
PARAMUS POLICE DEPT,ASSAULT PACK,2,9/24/14,$179.94 
PARAMUS POLICE DEPT,"COVERALLS,UTILITY",5,9/17/14,$148.45 
PARAMUS POLICE DEPT,"COVERALLS,FLYERS'",5,9/17/14,$651.55 
PARAMUS POLICE DEPT,"BRUSH,CLEANING,SMALL  ARMS",20,9/24/14,$9.40 
PARAMUS POLICE DEPT,"BRUSH,CLEANING,SMALL  ARMS",15,9/24/14,$7.05 
PARAMUS POLICE DEPT,"BRUSH,CLEANING,SMALL  ARMS",20,9/24/14,$16.20 
PARAMUS POLICE DEPT,"SCREWDRIVER,FLAT TIP",3,10/2/14,$25.41 
PARAMUS POLICE DEPT,"PLIERS,SLIP JOINT",4,10/2/14,$57.72 
PARAMUS POLICE DEPT,"WRENCH,ADJUSTABLE",4,10/2/14,$63.12 
PARAMUS POLICE DEPT,"JUMPER CABLE,BATTERY",3,10/2/14,$393.63 
PARAMUS POLICE DEPT,"SCREWDRIVER,CROSS  TIP",4,10/2/14,$31.00 
PARAMUS POLICE DEPT,"SCREWDRIVER,CROSS  TIP",4,10/2/14,$13.76 
PARAMUS POLICE DEPT,"SCREWDRIVER,FLAT TIP",4,10/2/14,$32.28 
PARAMUS POLICE DEPT,"SPILL CLEAN-UP KIT,HAZARDOUS MATERIAL",1,9/26/14,$65.10 
PARAMUS POLICE DEPT,"SPILL CLEAN-UP KIT,HAZARDOUS MATERIAL",1,9/26/14,$65.10 
PARAMUS POLICE DEPT,"BANDAGE,GAUZE",20,9/26/14,$281.40 
PARAMUS POLICE DEPT,"DRESSING,FIRST AID,FIELD",50,10/2/14,$179.50 
PARAMUS POLICE DEPT,"RESCUE AND TRANSPORT SYSTEM,PATIENT",2,10/8/14,"$1,412.06 "
PARAMUS POLICE DEPT,"TOOL KIT,ELECTRONIC SYSTEM",1,10/21/14,$630.00 
PARAMUS POLICE DEPT,KNEE AND ELBOW PAD SYSTEM,5,10/21/14,$139.90 
PARAMUS POLICE DEPT,"TOOL KIT,PERSONAL COMPUTER",1,10/21/14,$155.44 
PARAMUS POLICE DEPT,"SHIRT,COLD WEATHER",2,10/21/14,$120.50 
PARAMUS POLICE DEPT,"GLOVES,COMBAT",15,10/21/14,$0.00 
PARAMUS POLICE DEPT,FLASHLIGHT,1,10/21/14,$201.29 
PARAMUS POLICE DEPT,"TOOL KIT,GENERAL MECHANIC'S",1,10/17/14,$289.00 
PARAMUS POLICE DEPT,BINOCULARS,2,10/21/14,"$1,000.00 "
PARAMUS POLICE DEPT,"SIGHT,REFLEX",1,10/21/14,$331.00 
PARAMUS POLICE DEPT,"SPECTACLES,INDUSTRIAL",10,10/16/14,$480.00 
PARAMUS POLICE DEPT,PADLOCK SET,1,10/29/14,$57.00 
PARAMUS POLICE DEPT,"SAFETY GLASSES,REVISION SAWFLY EYEWEAR SYSTEM,LARGE",10,11/7/14,$529.90 
PARAMUS POLICE DEPT,ASSAULT PACK,7,11/7/14,$541.38 
PARAMUS POLICE DEPT,"TOOL KIT,GENERAL MECHANIC'S",1,11/7/14,"$2,484.00 "
PARAMUS POLICE DEPT,"DRAWERS,COLD  WEATHER",2,11/7/14,$27.98 
PARAMUS POLICE DEPT,"KIT,DUAL,COM,LF,RG",2,11/7/14,"$2,348.40 "
PARAMUS POLICE DEPT,"BAG,TOOL",5,11/10/14,$114.20 
PARAMUS POLICE DEPT,FLASHLIGHT,15,11/10/14,$138.75 
PARAMUS POLICE DEPT,"CAMERA, DIGITAL",2,11/10/14,$0.00 
PARAMUS POLICE DEPT,"PACK,MEDICAL SUPPLY",1,11/10/14,$232.99 
PARAMUS POLICE DEPT,"JACK,HYDRAULIC,HAND",2,11/1/14,$361.82 
PARAMUS POLICE DEPT,"FACESHIELD,INDUSTRIAL",5,11/10/14,$555.30 
PARAMUS POLICE DEPT,"BANDAGE,GAUZE",20,11/10/14,$167.00 
PARAMUS POLICE DEPT,"JUMPER CABLE,BATTERY",4,11/7/14,$196.64 
PARAMUS POLICE DEPT,"MOULAGE,WAR WOUND",4,11/10/14,$120.08 
PARAMUS POLICE DEPT,"TELESCOPE,NON-INVERTING  INFRARED",2,11/10/14,"$6,084.00 "
PASSAIC COUNTY PROSECUTORS OFFIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY PROSECUTORS OFFIC,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,GENERAL MECHANIC'S",2,8/12/14,"$3,610.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"GEAR,FIRE PROTECTIV",7,8/27/14,"$11,802.21 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TRUCK,CARGO",1,9/5/14,"$128,076.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TRUCK,CARGO",1,9/5/14,"$72,040.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"CHARGER,BATTERY",8,8/19/14,"$4,376.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,HEADLIGHT,12,8/19/14,"$1,169.28 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"CABLE  ASSEMBLY,POWER,ELECTRICAL",1,9/5/14,$283.72 
PASSAIC COUNTY SHERIFF DEPARTMEN,"HAND TOOLS, NONEDGED, NONPOWERED",1,8/28/14,"$1,500.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"GEAR,FIRE PROTECTIV",8,8/28/14,"$12,319.44 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"GEAR,FIRE PROTECTIV",6,8/28/14,"$11,265.96 "
PASSAIC COUNTY SHERIFF DEPARTMEN,FIREMAN'S HELMET,6,8/28/14,"$1,655.16 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TRUCK,UTILITY",1,9/3/14,"$47,023.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TRUCK,UTILITY",1,9/5/14,"$50,458.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"CABINET, TOOL",1,9/16/14,$100.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,ELECTRIC LIGHTING FIXTURES,11,9/16/14,"$1,650.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,TORQUEWRENCH,1,9/16/14,"$1,500.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,HEADLIGHT,12,9/16/14,"$3,461.88 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"SAW, POWER",1,9/16/14,$500.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"GENERATOR SET,DIESEL ENGINE",1,9/16/14,"$4,491.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TRUCK,UTILITY",1,9/3/14,"$41,061.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,SMALL ARMS",2,9/16/14,"$4,294.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"HAND TOOLS, NONEDGED, NONPOWERED",1,9/16/14,"$3,500.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"WRENCH,IMPACT,ELECTRIC",1,9/16/14,"$1,318.91 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"WRENCH,IMPACT,PNEUMATIC",1,9/16/14,"$1,318.91 "
PASSAIC COUNTY SHERIFF DEPARTMEN,NOZZLE,1,9/16/14,$50.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,GENERAL MECHANIC'S",1,9/16/14,"$1,069.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,GENERAL MECHANIC'S",1,9/16/14,"$1,069.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,GENERAL MECHANIC'S",1,9/16/14,"$1,805.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,TOOLBOX,1,9/16/14,"$1,200.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,BATTERY CHARGER,5,9/16/14,"$7,500.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TABLE,TREATMENT",2,9/8/14,"$1,026.60 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TABLE,TREATMENT",2,9/8/14,"$1,026.60 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"CHAIR,DENTAL OPERATING",1,9/8/14,"$5,393.92 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"CHAIR,DENTAL OPERATING",1,9/8/14,"$5,393.92 "
PASSAIC COUNTY SHERIFF DEPARTMEN,HOSPITAL LIGHT,1,9/8/14,"$1,960.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"CHEST,AMMUNITION",150,9/8/14,"$1,665.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",56,9/8/14,"$1,246.56 "
PASSAIC COUNTY SHERIFF DEPARTMEN,SHIPPING CASE,12,9/16/14,"$2,400.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TRAILER,CARGO",1,9/16/14,"$3,894.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TRUCK,UTILITY",1,9/18/14,"$41,061.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"GENERATOR SET,DIESEL ENGINE",1,9/17/14,"$10,700.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"CONTAINER,MEDICAL  SHELTER",2,9/16/14,"$5,132.76 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TRUCK,UTILITY",1,9/18/14,"$41,061.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,GENERAL MECHANIC'S",1,9/24/14,"$1,805.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"HAND TOOLS, POWER DRIVEN",1,9/24/14,$559.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,TOOLBOX,1,9/25/14,"$1,600.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,NOZZLE,1,9/25/14,$50.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"LENS,LIGHT",4,9/25/14,$442.32 
PASSAIC COUNTY SHERIFF DEPARTMEN,"LENS,LIGHT",4,9/25/14,$424.76 
PASSAIC COUNTY SHERIFF DEPARTMEN,"LENS,LIGHT",4,9/25/14,$422.72 
PASSAIC COUNTY SHERIFF DEPARTMEN,ELECTRIC VEHICULAR LIGHTS AND FIXTURES,4,9/25/14,$557.84 
PASSAIC COUNTY SHERIFF DEPARTMEN,SEARCHLIGHT,6,9/25/14,$354.42 
PASSAIC COUNTY SHERIFF DEPARTMEN,"POWER PUSHER,VEHICLE",1,9/25/14,"$4,741.31 "
PASSAIC COUNTY SHERIFF DEPARTMEN,TORQUEWRENCH,1,9/25/14,"$1,972.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"DRILL, POWER",1,9/25/14,"$1,200.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,AIRCRAFT MAINTENANCE",1,9/25/14,"$1,022.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"OUTERWEAR, MEN'S",75,9/25/14,"$1,875.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"FACESHIELD,MILITARY,RIOT  CONTROL",75,9/25/14,"$2,801.25 "
PASSAIC COUNTY SHERIFF DEPARTMEN,PALLET JACK,1,9/25/14,$50.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,KITCHEN EQUIPMENT AND APPLIANCES,1,9/25/14,"$2,018.85 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"REFILL BLADE,WIPER",6,9/25/14,$82.74 
PASSAIC COUNTY SHERIFF DEPARTMEN,HEADLIGHT,12,10/3/14,"$5,798.40 "
PASSAIC COUNTY SHERIFF DEPARTMEN,HEADLIGHT,16,9/25/14,$984.32 
PASSAIC COUNTY SHERIFF DEPARTMEN,"HOSE,NONMETALLIC",12,9/16/14,$49.08 
PASSAIC COUNTY SHERIFF DEPARTMEN,"HOSE,NONMETALLIC",12,9/17/14,$6.12 
PASSAIC COUNTY SHERIFF DEPARTMEN,"CLAMP,HOSE",12,9/25/14,$102.24 
PASSAIC COUNTY SHERIFF DEPARTMEN,"HOSE,NONMETALLIC",12,9/25/14,$8.04 
PASSAIC COUNTY SHERIFF DEPARTMEN,"HOSE,NONMETALLIC",12,10/3/14,$137.76 
PASSAIC COUNTY SHERIFF DEPARTMEN,"HOSE,NONMETALLIC",12,9/25/14,$174.96 
PASSAIC COUNTY SHERIFF DEPARTMEN,"SAW,CHAIN",1,9/25/14,"$1,104.48 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"HAND TOOLS, POWER DRIVEN",1,9/25/14,"$1,600.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"HAND TOOLS, POWER DRIVEN",1,9/25/14,"$1,500.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"DRILL, POWER",10,9/25/14,$599.90 
PASSAIC COUNTY SHERIFF DEPARTMEN,"GRILLE,RADIATOR,VEHICULAR",5,9/16/14,$692.50 
PASSAIC COUNTY SHERIFF DEPARTMEN,"SEAT,VEHICULAR",2,9/16/14,$782.48 
PASSAIC COUNTY SHERIFF DEPARTMEN,"SEAT,VEHICULAR",2,9/16/14,"$2,072.62 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"GUARD,GRILLE",2,9/25/14,"$1,352.80 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"COVER,FITTED,VEHICULAR BODY",2,9/25/14,"$1,129.60 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"ARM,WINDSHIELD  WIPER",16,10/3/14,$193.92 
PASSAIC COUNTY SHERIFF DEPARTMEN,PASSENGER MOTOR VEHICLES,1,9/25/14,"$10,000.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,REPAIRMAN'S,SMALL ARMS",1,10/3/14,"$2,147.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,ELECTRONIC SYSTEM",1,10/3/14,$638.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"HOSE,NONMETALLIC",2,9/25/14,$1.34 
PASSAIC COUNTY SHERIFF DEPARTMEN,TOOL AND HARDWARE BOXES,8,10/3/14,$800.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,PLUMBERS SQUAD",2,10/3/14,"$23,099.02 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"GENERATOR SET,DIESEL ENGINE",1,10/3/14,"$9,348.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"LOCKER,STOWAGE,FLAM",2,10/7/14,"$8,667.64 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"GENERATOR SET,GASOLINE ENGINE",1,10/3/14,"$4,446.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"GENERATOR SET,GASOLINE ENGINE",1,10/3/14,"$4,446.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,JACK,1,10/3/14,$100.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,ELECTRIC ARC WELDING EQUIPMENT,1,10/7/14,"$1,000.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"CHAIRS, OFFICE, LOT",1,10/3/14,"$15,000.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,TOOLBOX,2,10/3/14,"$1,566.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,AIRCRAFT MAINTENANCE",1,10/3/14,"$1,022.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"CABINET, TOOL",2,10/3/14,$500.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,WELDER'S",5,10/7/14,"$2,705.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,GENERAL PURPOSE EOD",2,10/17/14,"$39,796.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,IMPROVISED EXPLOSIVE DEVICES",4,10/17/14,"$13,692.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"SPECTACLES,BALLISTIC AND LASER PROTECTIVE",12,10/3/14,$242.76 
PASSAIC COUNTY SHERIFF DEPARTMEN,ELECTRIC VEHICULAR LIGHTS AND FIXTURES,16,10/3/14,"$4,112.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"BROOMS, BRUSHES, MOPS, SPONGES",48,10/3/14,$48.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"TAPE,REFLECTIVE",4,10/7/14,$647.96 
PASSAIC COUNTY SHERIFF DEPARTMEN,HEADLIGHT,16,10/7/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"COMPRESSOR,CENTRIFUGAL",1,10/24/14,"$17,270.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"WELDING MACHINE,ARC",1,10/24/14,"$2,582.27 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"WELDING MACHINE,ARC",1,10/24/14,"$1,957.42 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"WELDING MACHINE,INVERTER TYPE",1,10/24/14,"$5,030.58 "
PASSAIC COUNTY SHERIFF DEPARTMEN,BATTERY CHARGER,2,10/7/14,$120.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,ELECTRONIC SYSTEM",4,10/7/14,"$29,320.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TORCH OUTFIT,WELDING,GAS SHIELDED ARC",1,10/7/14,"$1,805.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,TOOLBOX,10,10/7/14,"$1,000.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,HEADLIGHT,9,10/7/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,JACK,1,10/7/14,$300.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,LAPTOP CASE,20,10/7/14,$599.80 
PASSAIC COUNTY SHERIFF DEPARTMEN,HEADLIGHT,16,10/7/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,ELECTRONIC SYSTEM",2,10/7/14,"$14,660.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,CARPENTER'S",1,10/7/14,"$8,116.10 "
PASSAIC COUNTY SHERIFF DEPARTMEN,TOOLBOX,6,10/7/14,$600.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"TRUCK,CARGO",1,10/28/14,$100.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,GENERAL MECHANIC'S",1,10/7/14,"$1,805.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"SAW,RADIAL  OVERARM,WOODWORKING",1,10/7/14,"$7,390.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"FLOODLIGHT,ELECTRIC",2,10/10/14,"$1,048.26 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"CHARGER,BATTERY",8,10/7/14,"$1,036.72 "
PASSAIC COUNTY SHERIFF DEPARTMEN,TOOL AND HARDWARE BOXES,3,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"DRILLING MACHINE,UPRIGHT",2,10/24/14,"$1,675.04 "
PASSAIC COUNTY SHERIFF DEPARTMEN,SAWS AND FILING MACHINES,1,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"DRILLING MACHINE,UPRIGHT",2,10/24/14,"$1,675.04 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"SANDER,BELT,COMBINATION VERTICAL AND HORIZONTAL",1,10/24/14,$803.40 
PASSAIC COUNTY SHERIFF DEPARTMEN,PALLET JACK,1,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"LOCKER,STOWAGE,FLAM",1,10/24/14,"$4,333.82 "
PASSAIC COUNTY SHERIFF DEPARTMEN,MISCELLANEOUS BATTERY RETAINING FIXTURES,3,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,DRILLING AND TAPPING MACHINES,2,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,ENGINE STARTER,2,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"ENGINE ELECTRICAL SYSTEM COMPONENTS, NONAIRCRAFT",2,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"BRACKET,ANGLE",12,10/24/14,$446.16 
PASSAIC COUNTY SHERIFF DEPARTMEN,LIGHTWEIGHT MAINTENANCE ENCLOSURE (LME) GREEN,2,10/24/14,"$17,730.20 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"GENERATOR SET,DIESEL ENGINE",1,10/24/14,"$4,491.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,AIRCRAFT MAINTENANCE",4,10/24/14,"$6,780.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"SIREN,ELECTRONIC",2,10/10/14,$663.34 
PASSAIC COUNTY SHERIFF DEPARTMEN,"LIGHT,WARNING",6,10/7/14,$409.26 
PASSAIC COUNTY SHERIFF DEPARTMEN,"LIGHT,WARNING",6,10/7/14,$409.26 
PASSAIC COUNTY SHERIFF DEPARTMEN,"LIGHT,WARNING",6,10/7/14,$409.26 
PASSAIC COUNTY SHERIFF DEPARTMEN,"LIGHT,WARNING",6,10/7/14,$409.26 
PASSAIC COUNTY SHERIFF DEPARTMEN,"LIGHT,WARNING",3,10/10/14,$204.63 
PASSAIC COUNTY SHERIFF DEPARTMEN,TOW LIGHT ASSEMBLY,9,10/10/14,"$9,265.68 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"WEBBING ASSY,STOWAG",8,10/10/14,$717.76 
PASSAIC COUNTY SHERIFF DEPARTMEN,"STOWAGE ASSY,LINE",4,10/10/14,"$2,915.60 "
PASSAIC COUNTY SHERIFF DEPARTMEN,TOW LIGHT ASSEMBLY,12,10/10/14,"$12,354.24 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"STRAP,TOWING CABLE",5,10/10/14,$18.50 
PASSAIC COUNTY SHERIFF DEPARTMEN,"STATION,FIRE  ALARM,MANUAL",2,10/7/14,$40.02 
PASSAIC COUNTY SHERIFF DEPARTMEN,"BAR,RESCUE",32,10/10/14,"$1,600.64 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"LAMP,LIGHT EMITTING DIODE",6,10/10/14,"$2,676.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"LAMP,LIGHT EMITTING DIODE",6,10/10/14,"$2,676.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,LIGHT EMITTING DIODE,16,10/10/14,$311.36 
PASSAIC COUNTY SHERIFF DEPARTMEN,FLOODLIGHT ASSEMBLY,4,10/10/14,$268.64 
PASSAIC COUNTY SHERIFF DEPARTMEN,"LIGHT,BACKUP",14,10/10/14,$717.22 
PASSAIC COUNTY SHERIFF DEPARTMEN,SPOTLIGHT,4,10/10/14,$460.04 
PASSAIC COUNTY SHERIFF DEPARTMEN,SPOTLIGHT,3,10/10/14,$345.03 
PASSAIC COUNTY SHERIFF DEPARTMEN,"HAND TOOLS, POWER DRIVEN",1,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"HAND TOOLS, POWER DRIVEN",1,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"SETS, KITS, AND OUTFITS OF HAND TOOLS",1,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,ELECTRIC ARC WELDING EQUIPMENT,2,10/24/14,$0.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"LIGHT,WARNING",1,10/14/14,$68.21 
PASSAIC COUNTY SHERIFF DEPARTMEN,"LIGHT,WARNING",6,10/14/14,$409.26 
PASSAIC COUNTY SHERIFF DEPARTMEN,"LIGHT,WARNING",9,10/14/14,$787.05 
PASSAIC COUNTY SHERIFF DEPARTMEN,"LIGHT,WARNING",9,10/14/14,$613.89 
PASSAIC COUNTY SHERIFF DEPARTMEN,"LIGHT,WARNING",8,10/14/14,$545.68 
PASSAIC COUNTY SHERIFF DEPARTMEN,"COVER,BOAT",1,10/17/14,"$1,493.63 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,GENERAL MECHANIC'S",20,11/10/14,"$49,680.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"TOOL KIT,GENERAL MECHANIC'S",10,11/10/14,"$24,840.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,MULTIMETER,2,11/10/14,$785.06 
PASSAIC COUNTY SHERIFF DEPARTMEN,"HAND TOOLS, POWER DRIVEN",1,11/10/14,$0.00 
