agency,county,item,quantity,date_received,total_cost
BELMAR POLICE DEPT,MONMOUTH,"WINCH,DRUM,POWER  OPERATED",1,9/29/14,"$5,194.59 "
BELMAR POLICE DEPT,MONMOUTH,"SHOP EQUIPMENT,SMALL ARMS",1,9/25/14,"$18,475.00 "
BELMAR POLICE DEPT,MONMOUTH,RECREATIONAL AND GYMNASTIC EQUIPMENT,1,10/16/14,"$1,500.00 "
BELMAR POLICE DEPT,MONMOUTH,RECREATIONAL AND GYMNASTIC EQUIPMENT,1,10/16/14,"$1,500.00 "
BELMAR POLICE DEPT,MONMOUTH,"WINCHES, HOISTS, CRANES, AND DERRICKS",2,10/16/14,"$4,133.02 "
BELMAR POLICE DEPT,MONMOUTH,"SHEARING  MACHINE,METAL,SQUARING",1,10/16/14,$62.02 
BELMAR POLICE DEPT,MONMOUTH,"FENCING, FENCES, GATES AND COMPONENTS",45,10/17/14,"$9,000.00 "
BELMAR POLICE DEPT,MONMOUTH,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",8,10/17/14,$658.16 
BELMAR POLICE DEPT,MONMOUTH,"DRILLING MACHINE,UPRIGHT",2,10/16/14,"$1,675.04 "
BELMAR POLICE DEPT,MONMOUTH,SAWS AND FILING MACHINES,1,10/17/14,"$5,000.00 "
BELMAR POLICE DEPT,MONMOUTH,"LOADER,SCOOP TYPE",1,10/31/14,"$58,890.00 "
BERGEN COUNTY SHERIFF DEPT,BERGEN,"FIELD PACK,LARGE,SET",10,9/22/14,"$2,632.50 "
BERGEN COUNTY SHERIFF DEPT,BERGEN,"SPECTACLE KIT,INTERCHANGABLE COMPONENT EYESHIELD",32,11/3/14,"$1,675.20 "
BERGEN COUNTY SHERIFF DEPT,BERGEN,ASSAULT PACK,30,10/17/14,"$2,320.20 "
BERGEN COUNTY SHERIFF DEPT,BERGEN,"GOGGLES,BALLISTIC",25,11/3/14,"$1,218.00 "
BERGEN COUNTY SHERIFF DEPT,BERGEN,LAPTOP CASE,8,11/10/14,$0.00 
BERGEN COUNTY SHERIFF DEPT,BERGEN,VIDEO CONFERENCE SYSTEM,1,11/12/14,$0.00 
BERGEN COUNTY SHERIFF DEPT,BERGEN,"HEADSET,ELECTRICAL",1,11/12/14,"$1,484.00 "
BERGEN COUNTY SHERIFF DEPT,BERGEN,"KIT,360 LIGHT",1,8/4/14,"$11,639.00 "
BERGEN COUNTY SHERIFF DEPT,BERGEN,M79 GRENADE LAUNCHER,1,1/16/14,$720.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,CARGO",1,8/29/14,"$72,040.00 "
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,9/1/14,"$47,023.00 "
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,9/1/14,"$41,061.00 "
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,9/1/14,"$47,023.00 "
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,SHACKLE,25,10/8/14,$571.25 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,"WRENCH,OPEN END",2,9/24/14,$76.44 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,"CONTAINER,AMMUNITION",20,9/24/14,$740.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,"LIGHT,SURGICAL,FIELD",1,9/24/14,"$11,278.40 "
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,"CHEST,AMMUNITION",75,9/24/14,$291.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,LIFT,FORK",1,10/2/14,"$72,370.00 "
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,"CHOCK,WHEEL-TRACK",6,11/5/14,$147.06 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,LEFTHAND DRIVE BELT,1,11/5/14,$143.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,"BELT,POSITIVE DRIVE",2,10/24/14,$25.86 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,RIGHTHAND DRIVEBELT,1,11/5/14,$133.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,"BELT,V",10,11/4/14,$586.60 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,11/12/13,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,11/12/13,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,11/5/13,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,11/12/13,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,11/12/13,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,11/5/13,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,11/5/13,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,11/12/13,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
BERLIN TOWNSHIP POLICE DEPT,CAMDEN,M16 ASSAULT RIFLE,1,1/29/14,$499.00 
BERLIN TOWNSHIP POLICE DEPT,CAMDEN,M16 ASSAULT RIFLE,1,1/29/14,$499.00 
BERLIN TOWNSHIP POLICE DEPT,CAMDEN,M16 ASSAULT RIFLE,1,1/29/14,$499.00 
BERLIN TOWNSHIP POLICE DEPT,CAMDEN,M16 ASSAULT RIFLE,1,1/29/14,$499.00 
BLOOMFIELD POLICE DEPT,ESSEX,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
BLOOMFIELD POLICE DEPT,ESSEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
BLOOMFIELD POLICE DEPT,ESSEX,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
BLOOMFIELD POLICE DEPT,ESSEX,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
BLOOMFIELD POLICE DEPT,ESSEX,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
BLOOMFIELD POLICE DEPT,ESSEX,M14 ASSAULT RIFLE,1,4/15/14,$138.00 
BLOOMFIELD POLICE DEPT,ESSEX,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
BLOOMFIELD POLICE DEPT,ESSEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
BLOOMFIELD POLICE DEPT,ESSEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
BLOOMFIELD POLICE DEPT,ESSEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
BLOOMFIELD POLICE DEPT,ESSEX,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
BLOOMFIELD POLICE DEPT,ESSEX,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
BOROUGH OF BRIELLE,MONMOUTH,"TRUCK,UTILITY",1,4/18/14,"$50,458.00 "
BOROUGH OF BRIELLE,MONMOUTH,"GENERATORS AND GENERATOR SETS, ELECTRICA",1,9/25/14,"$25,000.00 "
BOROUGH OF BRIELLE,MONMOUTH,"CABINET, STORAGE",1,10/2/14,$100.00 
BOROUGH OF BRIELLE,MONMOUTH,"WINCHES, HOISTS, CRANES, AND DERRICKS",1,10/2/14,$500.00 
BOROUGH OF BRIELLE,MONMOUTH,MICROWAVE,1,10/2/14,$100.00 
BOROUGH OF BRIELLE,MONMOUTH,OVERHEAD PROJECTOR,2,10/2/14,"$1,200.00 "
BOROUGH OF BRIELLE,MONMOUTH,"COMPRESSOR  UNIT,RECIPROCATING",1,10/2/14,"$3,449.47 "
BOROUGH OF BRIELLE,MONMOUTH,"CABINET,STORAGE",1,10/2/14,$704.45 
BOROUGH OF BRIELLE,MONMOUTH,"RIVETER,BLIND,PNEUMATIC",1,10/2/14,"$7,119.40 "
BOROUGH OF BRIELLE,MONMOUTH,"TRUCK,LIFT,FORK",1,10/27/14,"$72,370.00 "
BOROUGH OF BRIELLE,MONMOUTH,"LOCKER,SAFE",1,10/27/14,$572.37 
BOROUGH OF BRIELLE,MONMOUTH,"TOOL KIT,ELECTRONIC SYSTEM",1,10/27/14,"$1,104.00 "
BOROUGH OF BRIELLE,MONMOUTH,"CABINET, TOOL",1,10/27/14,$0.00 
BOROUGH OF BRIELLE,MONMOUTH,"GOGGLES,INDUSTRIAL",15,10/27/14,$929.40 
BOROUGH OF BRIELLE,MONMOUTH,"SETS, KITS, AND OUTFITS OF HAND TOOLS",2,11/3/14,$0.00 
BOROUGH OF BRIELLE,MONMOUTH,CASE,4,10/27/14,$0.00 
BOROUGH OF BRIELLE,MONMOUTH,"PARKA,EXTREME COLD WEATHER",10,10/27/14,"$1,166.50 "
BOROUGH OF BRIELLE,MONMOUTH,"MITTEN INSERTS,COLD WEATHER",15,10/27/14,$72.90 
BOROUGH OF BRIELLE,MONMOUTH,"MITTEN SHELLS,COLD WEATHER",15,10/27/14,$176.25 
BOROUGH OF BRIELLE,MONMOUTH,LUGGAGE,2,10/27/14,$0.00 
BOROUGH OF BRIELLE,MONMOUTH,"DRILL-DRIVER,ELECTRIC,PORTABLE",2,10/27/14,$217.68 
BOROUGH OF BRIELLE,MONMOUTH,"SAW,CIRCULAR,PORTABLE,PNEUMATIC",1,10/27/14,$510.81 
BOROUGH OF BRIELLE,MONMOUTH,"FLOODLIGHT SET,ELECTRIC",1,10/27/14,"$18,400.00 "
BOROUGH OF BRIELLE,MONMOUTH,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,10/27/14,"$23,731.00 "
BOROUGH OF BRIELLE,MONMOUTH,"FLOODLIGHT SET,ELECTRIC",2,11/3/14,"$36,800.00 "
BOROUGH OF BRIELLE,MONMOUTH,DISPLAY UNIT,1,10/27/14,"$5,868.75 "
BOROUGH OF BRIELLE,MONMOUTH,"COVER,FITTED,VEHICULAR BODY",1,10/27/14,$600.18 
BOROUGH OF BRIELLE,MONMOUTH,"COVER,FITTED,VEHICULAR BODY",1,10/27/14,$600.18 
BOROUGH OF BRIELLE,MONMOUTH,"COT,FOLDING",10,10/27/14,$881.10 
BOROUGH OF BRIELLE,MONMOUTH,ASSAULT PACK,5,10/27/14,$386.70 
BOROUGH OF BRIELLE,MONMOUTH,ASSAULT PACK,4,10/27/14,$309.36 
BOROUGH OF BRIELLE,MONMOUTH,"UNDERSHIRT,COLD  WEATHER",10,11/3/14,$137.70 
BOROUGH OF BRIELLE,MONMOUTH,"UNDERSHIRT,COLD  WEATHER",10,11/3/14,$137.70 
BOROUGH OF BRIELLE,MONMOUTH,"UNDERSHIRT,COLD  WEATHER",15,11/3/14,$206.55 
BOROUGH OF BRIELLE,MONMOUTH,"UNDERSHIRT,COLD  WEATHER",15,10/24/14,$206.55 
BOROUGH OF BRIELLE,MONMOUTH,"RACK,STORAGE,SMALL ARMS",1,11/3/14,$460.99 
BOROUGH OF BRIELLE,MONMOUTH,"ANCHOR,MARINE,FLUKED",1,10/27/14,"$2,715.10 "
BOROUGH OF BRIELLE,MONMOUTH,"REFRIGERATOR-FREEZER,MECHANICAL,FOOD",2,11/3/14,$610.22 
BOROUGH OF BRIELLE,MONMOUTH,"MONITOR, COMPUTER",10,11/3/14,$0.00 
BOROUGH OF BRIELLE,MONMOUTH,"HEATER,SPACE",1,11/3/14,"$9,196.46 "
BOROUGH OF BRIELLE,MONMOUTH,"SHEET,BED",20,11/3/14,$396.60 
BOROUGH OF BRIELLE,MONMOUTH,FILE CABINET,4,11/3/14,$0.00 
BOROUGH OF CHESTER POLICE DEPT,MORRIS,"CHEST,AMMUNITION",15,11/5/14,$166.50 
BOROUGH OF CHESTER POLICE DEPT,MORRIS,"CHEST,AMMUNITION",20,11/5/14,$222.00 
BRICK TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,2/21/14,"$43,376.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,FLAT PANEL MONITOR,15,2/15/14,"$3,375.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,2/21/14,"$41,061.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,TRUCK TRACTOR,1,2/15/14,"$75,553.88 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,2/21/14,"$41,447.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,"TABLE, OFFICE",12,4/7/14,"$1,500.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,"PLOTTER,GRAPHICS",1,4/7/14,"$1,500.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,"TRAILER,FLAT BED",1,8/4/14,"$14,423.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,"TRACTOR,FULL TRACKED,LOW  SPEED",1,9/5/14,"$72,325.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,"TRACTOR,FULL TRACKED,LOW  SPEED",1,9/5/14,"$90,375.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,VAN",1,9/5/14,"$135,122.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,TRUCK TRACTOR,1,9/19/14,"$86,203.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,STORAGE TANKS,1,9/5/14,"$5,300.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,2/21/14,"$41,061.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,"CAP,TRUCK,MOUNTING",1,1/24/11,"$30,644.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,ARMORED",1,5/2/14,"$65,070.00 "
BRICK TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
BRICK TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
BRICK TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
BRICK TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
BRICK TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
BRICK TOWNSHIP POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
BROOKLAWN POLICE DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
BROOKLAWN POLICE DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
CAMDEN COUNTY SHERIFF DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CAMDEN COUNTY SHERIFF DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CAMDEN COUNTY SHERIFF DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CAMDEN COUNTY SHERIFF DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CAMDEN COUNTY SHERIFF DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,"TRUCK,UTILITY",1,2/15/14,"$63,894.00 "
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,"CHEST,AMMUNITION",144,2/15/14,"$1,598.40 "
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,ELECTRIC LIGHTING FIXTURES,1,2/15/14,"$1,891.00 "
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,"GOGGLES,INDUSTRIAL",1,2/15/14,$63.17 
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,"GOGGLES,INDUSTRIAL",15,2/15/14,$947.55 
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,"MAGAZINE,CARTRIDGE",100,2/15/14,$998.00 
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,"TRUCK,WRECKER",1,6/3/14,"$168,960.00 "
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,"TRUCK,WRECKER",1,6/3/14,"$168,960.00 "
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,"TRUCK,DUMP",1,5/8/14,"$84,554.00 "
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,"TRUCK,DUMP",1,5/8/14,"$84,554.00 "
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,"TRUCK,DUMP",1,6/3/14,"$89,115.00 "
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,"DETECTING SET,MINE",5,8/12/14,"$28,285.00 "
CEDAR GROVE POLICE DEPT,ESSEX,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
CEDAR GROVE POLICE DEPT,ESSEX,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
CEDAR GROVE POLICE DEPT,ESSEX,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
CEDAR GROVE POLICE DEPT,ESSEX,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CEDAR GROVE POLICE DEPT,ESSEX,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CEDAR GROVE POLICE DEPT,ESSEX,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CHATHAM TOWNSHIP POLICE DEPT,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHATHAM TOWNSHIP POLICE DEPT,MORRIS,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CHATHAM TOWNSHIP POLICE DEPT,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHATHAM TOWNSHIP POLICE DEPT,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHATHAM TOWNSHIP POLICE DEPT,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHATHAM TOWNSHIP POLICE DEPT,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHERRY HILL POLICE DEPT,CAMDEN,"TRUCK,UTILITY",1,9/1/14,"$41,061.00 "
CHERRY HILL POLICE DEPT,CAMDEN,"SHIPPING AND STORAGE CONTAINER,MUNITIONS",4,10/16/14,$0.00 
CHERRY HILL POLICE DEPT,CAMDEN,"TRUCK,LIFT,FORK",1,11/5/14,"$100,010.00 "
CHERRY HILL POLICE DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHERRY HILL POLICE DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHERRY HILL POLICE DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHERRY HILL POLICE DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHESILHURST POLICE DEPT,CAMDEN,"TRUCK,UTILITY",1,8/27/14,"$47,023.00 "
CHESILHURST POLICE DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CHESILHURST POLICE DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CHESILHURST POLICE DEPT,CAMDEN,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
CHESTER TOWNSHIP POLICE DEPT,MORRIS,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
CINNAMINSON TOWNSHIP POLICE DEPT,BURLINGTON,"TRUCK,UTILITY",1,4/30/14,"$50,458.00 "
CINNAMINSON TOWNSHIP POLICE DEPT,BURLINGTON,FLAT PANEL MONITOR,10,3/8/14,"$2,250.00 "
CLAYTON POLICE DEPT,GLOUCESTER,M14 ASSAULT RIFLE,1,4/10/14,$138.00 
CLAYTON POLICE DEPT,GLOUCESTER,M14 ASSAULT RIFLE,1,4/10/14,$138.00 
CLAYTON POLICE DEPT,GLOUCESTER,M14 ASSAULT RIFLE,1,4/10/14,$138.00 
CLINTON POLICE DEPT,GLOUCESTER,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CLINTON POLICE DEPT,GLOUCESTER,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CLINTON POLICE DEPT,GLOUCESTER,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CLINTON POLICE DEPT,GLOUCESTER,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
COLLINGSWOOD POLICE DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
COLLINGSWOOD POLICE DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
COLLINGSWOOD POLICE DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
COLLINGSWOOD POLICE DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
COLLINGSWOOD POLICE DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
COLLINGSWOOD POLICE DEPT,CAMDEN,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
COLLINGSWOOD POLICE DEPT,CAMDEN,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
COLLINGSWOOD POLICE DEPT,CAMDEN,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
COLLINGSWOOD POLICE DEPT,CAMDEN,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
COLLINGSWOOD POLICE DEPT,CAMDEN,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
COLLINGSWOOD POLICE DEPT,CAMDEN,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
COLLINGSWOOD POLICE DEPT,CAMDEN,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
CRANFORD POLICE DEPARTMENT,UNION,"TRUCK,CARGO",2,8/29/14,"$144,080.00 "
CRANFORD POLICE DEPARTMENT,UNION,"TRAILER,FLAT BED",1,8/20/14,"$14,423.00 "
CRANFORD POLICE DEPARTMENT,UNION,"CASE,ELECTRONIC COMMUNICATIONS EQUIPMENT",7,8/20/14,"$2,632.00 "
CRANFORD POLICE DEPARTMENT,UNION,"TRUCK,UTILITY",1,9/3/14,"$49,897.00 "
CRANFORD POLICE DEPARTMENT,UNION,"TRUCK,UTILITY",1,8/28/14,"$41,061.00 "
CRANFORD POLICE DEPARTMENT,UNION,"TRUCK,UTILITY",1,8/28/14,"$41,061.00 "
CRANFORD POLICE DEPARTMENT,UNION,TRUCK TRACTOR,2,8/29/14,"$141,664.00 "
CRANFORD POLICE DEPARTMENT,UNION,"TRUCK,VAN",1,8/20/14,"$135,122.00 "
CRANFORD POLICE DEPARTMENT,UNION,"GENERATOR SET,DIESEL ENGINE",1,9/30/14,"$10,700.00 "
CRANFORD POLICE DEPARTMENT,UNION,"GENERATOR SET,DIESEL ENGINE",1,9/30/14,"$10,700.00 "
CRANFORD POLICE DEPARTMENT,UNION,"TRAILER,FLAT BED",1,9/30/14,"$14,423.00 "
CRANFORD POLICE DEPARTMENT,UNION,"TRUCK,DUMP",1,9/30/14,"$72,425.00 "
CRANFORD POLICE DEPARTMENT,UNION,"MONITOR, COMPUTER",4,10/7/14,"$2,400.00 "
DEAL POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,8/29/14,"$67,139.00 "
DEAL POLICE DEPT,MONMOUTH,"TRUCK,UTILITY",1,9/1/14,"$50,458.00 "
DEAL POLICE DEPT,MONMOUTH,"GENERATOR SET,DIESEL ENGINE",1,9/22/14,"$25,073.00 "
DEAL POLICE DEPT,MONMOUTH,"GENERATOR SET,DIESEL ENGINE",1,9/22/14,"$25,073.00 "
DEAL POLICE DEPT,MONMOUTH,"WINTERIZATION KIT,GENERATOR SET",2,9/22/14,"$7,498.00 "
DEAL POLICE DEPT,MONMOUTH,"WINCH,DRUM,VEHICLE  MOUNTING",3,10/6/14,"$19,326.00 "
DEAL POLICE DEPT,MONMOUTH,"TOOL KIT,PNEUMATIC",1,10/17/14,"$3,948.03 "
DEAL POLICE DEPT,MONMOUTH,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,9/26/14,"$31,481.00 "
DEAL POLICE DEPT,MONMOUTH,"TRUCK,DUMP",1,10/29/14,"$72,425.00 "
DEAL POLICE DEPT,MONMOUTH,ELECTRIC VEHICULAR LIGHTS AND FIXTURES,8,10/17/14,"$2,056.00 "
DEAL POLICE DEPT,MONMOUTH,"COMPRESSOR UNIT,ROTARY",1,10/20/14,"$9,535.00 "
DEAL POLICE DEPT,MONMOUTH,SEARCHLIGHT KIT,1,10/6/14,"$1,671.35 "
DEAL POLICE DEPT,MONMOUTH,SEARCHLIGHT KIT,1,10/6/14,"$1,671.35 "
DEAL POLICE DEPT,MONMOUTH,SEARCHLIGHT KIT,1,10/6/14,"$1,671.35 "
DEAL POLICE DEPT,MONMOUTH,SEARCHLIGHT KIT,1,10/6/14,"$1,671.35 "
DEAL POLICE DEPT,MONMOUTH,"PARTS KIT,WINCH",4,10/10/14,"$10,398.76 "
DEAL POLICE DEPT,MONMOUTH,"GENERATOR SET,DIESEL ENGINE",1,10/20/14,"$8,332.00 "
DEAL POLICE DEPT,MONMOUTH,"GENERATOR SET,DIESEL ENGINE",1,10/20/14,"$8,332.00 "
DEAL POLICE DEPT,MONMOUTH,"PARTS KIT,WINCH",2,10/10/14,"$5,199.38 "
DEAL POLICE DEPT,MONMOUTH,"TRUCK,DUMP",1,11/3/14,"$72,425.00 "
DEAL POLICE DEPT,MONMOUTH,"CAMERA, DIGITAL",1,10/20/14,$327.69 
DEAL POLICE DEPT,MONMOUTH,BINOCULAR,10,10/22/14,"$68,592.00 "
DEAL POLICE DEPT,MONMOUTH,"TOWING KIT,VEHICULA",2,10/17/14,"$10,973.70 "
DEAL POLICE DEPT,MONMOUTH,"TOOL KIT,HYDRAULIC",1,10/17/14,"$1,159.00 "
