agency,address,latitude,longitude,county,item,quantity,date,cost
MANALAPAN TOWNSHIP POLICE DEPT,"120 County Road 522, Manalapan Township, NJ 07726",40.406408,-74.225624,MONMOUTH,"TRUCK,DUMP",1,9/9/14,"$92,489.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"120 County Road 522, Manalapan Township, NJ 07726",40.406408,-74.225624,MONMOUTH,"TRUCK,LIFT,FORK",1,9/5/14,"$100,010.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"120 County Road 522, Manalapan Township, NJ 07726",40.406408,-74.225624,MONMOUTH,"TRUCK,UTILITY",1,8/5/14,"$49,897.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"120 County Road 522, Manalapan Township, NJ 07726",40.406408,-74.225624,MONMOUTH,"TRUCK,UTILITY",1,8/13/14,"$41,061.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"120 County Road 522, Manalapan Township, NJ 07726",40.406408,-74.225624,MONMOUTH,"TRUCK,UTILITY",1,9/5/14,"$41,061.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"120 County Road 522, Manalapan Township, NJ 07726",40.406408,-74.225624,MONMOUTH,"TRUCK,UTILITY",1,9/18/14,"$41,061.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"120 County Road 522, Manalapan Township, NJ 07726",40.406408,-74.225624,MONMOUTH,"TRUCK,UTILITY",1,11/10/14,"$41,061.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"120 County Road 522, Manalapan Township, NJ 07726",40.406408,-74.225624,MONMOUTH,"TRUCK,UTILITY",1,11/10/14,"$41,061.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"120 County Road 522, Manalapan Township, NJ 07726",40.406408,-74.225624,MONMOUTH,"TRUCK,WRECKER",1,9/9/14,"$168,960.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"120 County Road 522, Manalapan Township, NJ 07726",40.406408,-74.225624,MONMOUTH,"TRUCK,WRECKER",1,10/6/14,"$168,960.00 "
MANCHESTER POLICE DEPT,"1 Colonial Dr, Manchester Township, NJ 08759",40.008137,-74.2934859,OCEAN,"TRUCK,CARGO",2,9/25/14,"$134,278.00 "
MANCHESTER POLICE DEPT,"1 Colonial Dr, Manchester Township, NJ 08759",40.008137,-74.2934859,OCEAN,"TRUCK,UTILITY",1,2/27/14,"$50,458.00 "
MANCHESTER POLICE DEPT,"1 Colonial Dr, Manchester Township, NJ 08759",40.008137,-74.2934859,OCEAN,"TRUCK,UTILITY",1,2/27/14,"$50,458.00 "
MANCHESTER POLICE DEPT,"1 Colonial Dr, Manchester Township, NJ 08759",40.008137,-74.2934859,OCEAN,"TRUCK,UTILITY",1,2/27/14,"$50,458.00 "
MANCHESTER POLICE DEPT,"1 Colonial Dr, Manchester Township, NJ 08759",40.008137,-74.2934859,OCEAN,"TRUCK,WRECKER",1,9/18/14,"$168,960.00 "
MANTOLOKING POLICE DEPT,"1303 Bay Ave, Mantoloking, NJ 08738",40.03696224,-74.05231147,OCEAN,"TRUCK,UTILITY",1,2/15/14,"$41,061.00 "
MAPLE SHADE POLICE DEPT,"200 Stiles Ave, Maple Shade, New Jersey 08052",,,BURLINGTON,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MAPLE SHADE POLICE DEPT,"200 Stiles Ave, Maple Shade, New Jersey 08052",,,BURLINGTON,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MAPLE SHADE POLICE DEPT,"200 Stiles Ave, Maple Shade, New Jersey 08052",,,BURLINGTON,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MAPLE SHADE POLICE DEPT,"200 Stiles Ave, Maple Shade, New Jersey 08052",,,BURLINGTON,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MAPLE SHADE POLICE DEPT,"200 Stiles Ave, Maple Shade, New Jersey 08052",,,BURLINGTON,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MAPLE SHADE POLICE DEPT,"200 Stiles Ave, Maple Shade, New Jersey 08052",,,BURLINGTON,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MAPLEWOOD POLICE DEPARTMENT,"1618 Springfield Ave, Maplewood, NJ 07040",40.7215512,-74.2637512,ESSEX,M14 ASSAULT RIFLE,1,4/5/14,$138.00 
MAPLEWOOD POLICE DEPARTMENT,"1618 Springfield Ave, Maplewood, NJ 07040",40.7215512,-74.2637512,ESSEX,M14 ASSAULT RIFLE,1,4/5/14,$138.00 
MAPLEWOOD POLICE DEPARTMENT,"1618 Springfield Ave, Maplewood, NJ 07040",40.7215512,-74.2637512,ESSEX,M14 ASSAULT RIFLE,1,4/5/14,$138.00 
MAPLEWOOD POLICE DEPARTMENT,"1618 Springfield Ave, Maplewood, NJ 07040",40.7215512,-74.2637512,ESSEX,M14 ASSAULT RIFLE,1,4/5/14,$138.00 
MAPLEWOOD POLICE DEPARTMENT,"1618 Springfield Ave, Maplewood, NJ 07040",40.7215512,-74.2637512,ESSEX,M14 ASSAULT RIFLE,1,4/5/14,$138.00 
MAPLEWOOD POLICE DEPARTMENT,"1618 Springfield Ave, Maplewood, NJ 07040",40.7215512,-74.2637512,ESSEX,M14 ASSAULT RIFLE,1,4/5/14,$138.00 
MAPLEWOOD POLICE DEPARTMENT,"1618 Springfield Ave, Maplewood, NJ 07040",40.7215512,-74.2637512,ESSEX,M14 ASSAULT RIFLE,1,4/5/14,$138.00 
MAPLEWOOD POLICE DEPARTMENT,"1618 Springfield Ave, Maplewood, NJ 07040",40.7215512,-74.2637512,ESSEX,M14 ASSAULT RIFLE,1,4/5/14,$138.00 
MARLBORO TOWNSHIP POLICE DEPT,"1979 Township Drive, Marlboro, NJ 07746",40.328386,-74.26685,MONMOUTH,"SIGHT,REFLEX",20,10/27/14,"$6,620.00 "
MARLBORO TOWNSHIP POLICE DEPT,"1979 Township Drive, Marlboro, NJ 07746",40.328386,-74.26685,MONMOUTH,TRUCK TRACTOR,1,10/31/14,"$75,553.88 "
MARLBORO TOWNSHIP POLICE DEPT,"1979 Township Drive, Marlboro, NJ 07746",40.328386,-74.26685,MONMOUTH,TRUCK TRACTOR,1,10/31/14,"$75,553.88 "
MARLBORO TOWNSHIP POLICE DEPT,"1979 Township Drive, Marlboro, NJ 07746",40.328386,-74.26685,MONMOUTH,"TRUCK,LIFT,FORK",1,10/6/14,"$72,370.00 "
MARLBORO TOWNSHIP POLICE DEPT,"1979 Township Drive, Marlboro, NJ 07746",40.328386,-74.26685,MONMOUTH,"TRUCK,UTILITY",1,4/18/14,"$41,061.00 "
MARLBORO TOWNSHIP POLICE DEPT,"1979 Township Drive, Marlboro, NJ 07746",40.328386,-74.26685,MONMOUTH,"TRUCK,UTILITY",1,4/18/14,"$49,897.00 "
MARLBORO TOWNSHIP POLICE DEPT,"1979 Township Drive, Marlboro, NJ 07746",40.328386,-74.26685,MONMOUTH,"TRUCK,UTILITY",1,4/4/14,"$50,458.00 "
MARLBORO TOWNSHIP POLICE DEPT,"1979 Township Drive, Marlboro, NJ 07746",40.328386,-74.26685,MONMOUTH,"TRUCK,VAN",1,9/26/14,"$111,395.00 "
MATAWAN POLICE DEPT,"150 Main St, Matawan, NJ 07747",40.4144815,-74.2299075,MONMOUTH,"TRUCK,UTILITY",1,11/10/14,"$41,061.00 "
MATAWAN POLICE DEPT,"150 Main St, Matawan, NJ 07747",40.4144815,-74.2299075,MONMOUTH,"TRUCK,UTILITY",1,11/10/14,"$41,061.00 "
MIDDLE TOWNSHIP POLICE DEPT,"31 Mechanic St, Cape May Ct Hse, NJ 08210",39.08258424,-74.82445235,CAPE MAY,MRAP Clone- Training Vehicle,1,,"$72,040.00 "
MIDDLE TOWNSHIP POLICE DEPT,"31 Mechanic St, Cape May Ct Hse, NJ 08210",39.08258424,-74.82445235,CAPE MAY,TRUCK TRACTOR,1,2/15/14,"$75,553.88 "
MIDDLE TOWNSHIP POLICE DEPT,"31 Mechanic St, Cape May Ct Hse, NJ 08210",39.08258424,-74.82445235,CAPE MAY,"TRUCK,CARGO",1,2/15/14,"$72,040.00 "
MIDDLE TOWNSHIP POLICE DEPT,"31 Mechanic St, Cape May Ct Hse, NJ 08210",39.08258424,-74.82445235,CAPE MAY,"TRUCK,UTILITY",1,2/15/14,"$47,023.00 "
MIDDLE TOWNSHIP POLICE DEPT,"31 Mechanic St, Cape May Ct Hse, NJ 08210",39.08258424,-74.82445235,CAPE MAY,"TRUCK,UTILITY",1,2/15/14,"$41,447.00 "
MIDDLE TOWNSHIP POLICE DEPT,"31 Mechanic St, Cape May Ct Hse, NJ 08210",39.08258424,-74.82445235,CAPE MAY,"TRUCK,UTILITY",1,2/15/14,"$41,061.00 "
MIDDLE TOWNSHIP POLICE DEPT,"31 Mechanic St, Cape May Ct Hse, NJ 08210",39.08258424,-74.82445235,CAPE MAY,"TRUCK,UTILITY",1,2/15/14,"$41,061.00 "
MIDDLE TOWNSHIP POLICE DEPT,"31 Mechanic St, Cape May Ct Hse, NJ 08210",39.08258424,-74.82445235,CAPE MAY,"TRUCK,UTILITY",1,2/15/14,"$41,061.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,BINOCULAR,8,1/30/14,"$1,824.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,BINOCULAR,1,12/19/13,"$6,648.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,BINOCULAR,10,9/29/14,"$1,919.70 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,BINOCULAR,10,9/29/14,"$1,440.70 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,BINOCULAR,10,9/29/14,"$1,440.70 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,BINOCULAR,2,9/29/14,$74.68 
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,BINOCULAR,4,9/29/14,$149.36 
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,BINOCULAR,4,9/29/14,$149.36 
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,BINOCULAR,6,10/17/14,$864.42 
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"GOGGLES,BALLISTIC",100,1/30/14,"$4,386.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"GOGGLES,SUN,WIND AND DUST",25,8/20/14,$611.00 
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"SIGHT,REFLEX",1,12/19/13,$340.00 
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"SIGHT,REFLEX",1,12/19/13,$340.00 
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"SIGHT,REFLEX",1,12/19/13,$340.00 
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"SIGHT,REFLEX",1,12/19/13,$340.00 
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"SIGHT,REFLEX",1,12/19/13,$340.00 
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"SIGHT,REFLEX",5,3/20/14,"$1,700.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,TRUCK TRACTOR,1,1/30/14,"$70,832.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,TRUCK TRACTOR,1,2/15/14,"$75,553.88 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,TRUCK TRACTOR,3,2/15/14,"$226,661.64 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"TRUCK,CARGO",1,2/15/14,"$20,788.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"TRUCK,CARGO",1,2/15/14,"$20,788.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"TRUCK,CARGO",1,2/15/14,"$20,788.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"TRUCK,CARGO",1,9/29/14,$100.00 
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"TRUCK,CARGO",1,10/27/14,$100.00 
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"TRUCK,DUMP",1,9/26/14,"$196,327.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"TRUCK,DUMP",1,9/26/14,"$196,327.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"TRUCK,DUMP",1,9/29/14,"$196,327.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"TRUCK,DUMP",1,9/29/14,"$211,764.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"TRUCK,LIFT,FORK",1,7/28/14,"$72,370.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"TRUCK,MAINTENANCE",1,3/8/14,"$70,280.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"TRUCK,UTILITY",1,2/15/14,"$54,313.70 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"TRUCK,UTILITY",1,2/15/14,"$41,061.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"TRUCK,UTILITY",1,2/15/14,"$41,447.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"TRUCK,UTILITY",1,2/15/14,"$41,061.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"TRUCK,UTILITY",1,11/6/13,"$41,061.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,TRUCKS AND TRUCK TRACTORS,1,3/20/14,"$211,306.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"VIEWER KIT,NIGHT VISION",2,11/3/14,"$5,229.60 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"1 Kings Hwy, Middletown, NJ 07748",40.393803,-74.102376,MONMOUTH,"VIEWER,NIGHT VISION",2,11/4/14,"$20,854.20 "
MILLTOWN POLICE DEPT,"39 Washington Ave, Milltown, NJ 08850",40.45109011,-74.43587654,MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
MILLTOWN POLICE DEPT,"39 Washington Ave, Milltown, NJ 08850",40.45109011,-74.43587654,MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
MILLTOWN POLICE DEPT,"39 Washington Ave, Milltown, NJ 08850",40.45109011,-74.43587654,MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
MILLTOWN POLICE DEPT,"39 Washington Ave, Milltown, NJ 08850",40.45109011,-74.43587654,MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
MILLTOWN POLICE DEPT,"39 Washington Ave, Milltown, NJ 08850",40.45109011,-74.43587654,MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
MILLTOWN POLICE DEPT,"39 Washington Ave, Milltown, NJ 08850",40.45109011,-74.43587654,MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
MILLTOWN POLICE DEPT,"39 Washington Ave, Milltown, NJ 08850",40.45109011,-74.43587654,MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
MILLTOWN POLICE DEPT,"39 Washington Ave, Milltown, NJ 08850",40.45109011,-74.43587654,MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
MILLVILLE POLICE DEPT,"18 S High St, Millville, NJ 08332",39.395177,-75.03854583,CUMBERLAND,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
MILLVILLE POLICE DEPT,"18 S High St, Millville, NJ 08332",39.395177,-75.03854583,CUMBERLAND,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
MILLVILLE POLICE DEPT,"18 S High St, Millville, NJ 08332",39.395177,-75.03854583,CUMBERLAND,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MILLVILLE POLICE DEPT,"18 S High St, Millville, NJ 08332",39.395177,-75.03854583,CUMBERLAND,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MILLVILLE POLICE DEPT,"18 S High St, Millville, NJ 08332",39.395177,-75.03854583,CUMBERLAND,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MILLVILLE POLICE DEPT,"18 S High St, Millville, NJ 08332",39.395177,-75.03854583,CUMBERLAND,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MILLVILLE POLICE DEPT,"18 S High St, Millville, NJ 08332",39.395177,-75.03854583,CUMBERLAND,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MILLVILLE POLICE DEPT,"18 S High St, Millville, NJ 08332",39.395177,-75.03854583,CUMBERLAND,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MILLVILLE POLICE DEPT,"18 S High St, Millville, NJ 08332",39.395177,-75.03854583,CUMBERLAND,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MILLVILLE POLICE DEPT,"18 S High St, Millville, NJ 08332",39.395177,-75.03854583,CUMBERLAND,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MILLVILLE POLICE DEPT,"18 S High St, Millville, NJ 08332",39.395177,-75.03854583,CUMBERLAND,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MILLVILLE POLICE DEPT,"18 S High St, Millville, NJ 08332",39.395177,-75.03854583,CUMBERLAND,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MILLVILLE POLICE DEPT,"18 S High St, Millville, NJ 08332",39.395177,-75.03854583,CUMBERLAND,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MILLVILLE POLICE DEPT,"18 S High St, Millville, NJ 08332",39.395177,-75.03854583,CUMBERLAND,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MONMOUTH BEACH POLICE DEPT,"14 Willow Rd, Monmouth Beach, NJ 07750",40.406408,-74.225624,MONMOUTH,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
MONMOUTH BEACH POLICE DEPT,"14 Willow Rd, Monmouth Beach, NJ 07750",40.406408,-74.225624,MONMOUTH,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
MONMOUTH BEACH POLICE DEPT,"14 Willow Rd, Monmouth Beach, NJ 07750",40.406408,-74.225624,MONMOUTH,"TRUCK,UTILITY",1,4/24/14,"$50,458.00 "
MONMOUTH COUNTY SHERIFF DEPT,"2500 Kozloski Rd, Freehold Township, NJ 07728",40.26636974,-74.2450962,MONMOUTH,"TRUCK,UTILITY",1,9/19/14,"$41,061.00 "
MONMOUTH COUNTY SHERIFF DEPT,"2500 Kozloski Rd, Freehold Township, NJ 07728",40.26636974,-74.2450962,MONMOUTH,"TRUCK,UTILITY",1,9/19/14,"$41,061.00 "
MONMOUTH COUNTY SHERIFF DEPT,"2500 Kozloski Rd, Freehold Township, NJ 07728",40.26636974,-74.2450962,MONMOUTH,"TRUCK,UTILITY",1,9/19/14,"$41,061.00 "
MONROE TOWNSHIP POLICE DEPT,"3 Municipal Plz, Monroe Township, NJ 08831",40.32690365,-74.44134186,MIDDLESEX,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MONROE TOWNSHIP POLICE DEPT,"3 Municipal Plz, Monroe Township, NJ 08831",40.32690365,-74.44134186,MIDDLESEX,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MONROE TOWNSHIP POLICE DEPT,"3 Municipal Plz, Monroe Township, NJ 08831",40.32690365,-74.44134186,MIDDLESEX,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MONROE TOWNSHIP POLICE DEPT,"3 Municipal Plz, Monroe Township, NJ 08831",40.32690365,-74.44134186,MIDDLESEX,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MONROE TOWNSHIP POLICE DEPT,"3 Municipal Plz, Monroe Township, NJ 08831",40.32690365,-74.44134186,MIDDLESEX,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MONROE TOWNSHIP POLICE DEPT,"3 Municipal Plz, Monroe Township, NJ 08831",40.32690365,-74.44134186,MIDDLESEX,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MONROE TOWNSHIP POLICE DEPT,"3 Municipal Plz, Monroe Township, NJ 08831",40.32690365,-74.44134186,MIDDLESEX,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MONROE TOWNSHIP POLICE DEPT,"3 Municipal Plz, Monroe Township, NJ 08831",40.32690365,-74.44134186,MIDDLESEX,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MONROE TOWNSHIP POLICE DEPT,"3 Municipal Plz, Monroe Township, NJ 08831",40.32690365,-74.44134186,MIDDLESEX,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MONROE TOWNSHIP POLICE DEPT,"3 Municipal Plz, Monroe Township, NJ 08831",40.32690365,-74.44134186,MIDDLESEX,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MONROE TOWNSHIP POLICE DEPT,"3 Municipal Plz, Monroe Township, NJ 08831",40.32690365,-74.44134186,MIDDLESEX,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MONROE TOWNSHIP POLICE DEPT,"3 Municipal Plz, Monroe Township, NJ 08831",40.32690365,-74.44134186,MIDDLESEX,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MONTVILLE TOWNSHIP POLICE DEPT,"360 Route 202, Montville, New Jersey 07045-8697",40.91552,-74.366163,MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
MONTVILLE TOWNSHIP POLICE DEPT,"360 Route 202, Montville, New Jersey 07045-8697",40.91552,-74.366163,MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
MONTVILLE TOWNSHIP POLICE DEPT,"360 Route 202, Montville, New Jersey 07045-8697",40.91552,-74.366163,MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
MONTVILLE TOWNSHIP POLICE DEPT,"360 Route 202, Montville, New Jersey 07045-8697",40.91552,-74.366163,MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
MONTVILLE TOWNSHIP POLICE DEPT,"360 Route 202, Montville, New Jersey 07045-8697",40.91552,-74.366163,MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
MONTVILLE TOWNSHIP POLICE DEPT,"360 Route 202, Montville, New Jersey 07045-8697",40.91552,-74.366163,MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
MONTVILLE TOWNSHIP POLICE DEPT,"360 Route 202, Montville, New Jersey 07045-8697",40.91552,-74.366163,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MONTVILLE TOWNSHIP POLICE DEPT,"360 Route 202, Montville, New Jersey 07045-8697",40.91552,-74.366163,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MONTVILLE TOWNSHIP POLICE DEPT,"360 Route 202, Montville, New Jersey 07045-8697",40.91552,-74.366163,MORRIS,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
MONTVILLE TOWNSHIP POLICE DEPT,"360 Route 202, Montville, New Jersey 07045-8697",40.91552,-74.366163,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MONTVILLE TOWNSHIP POLICE DEPT,"360 Route 202, Montville, New Jersey 07045-8697",40.91552,-74.366163,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MONTVILLE TOWNSHIP POLICE DEPT,"360 Route 202, Montville, New Jersey 07045-8697",40.91552,-74.366163,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MONTVILLE TOWNSHIP POLICE DEPT,"360 Route 202, Montville, New Jersey 07045-8697",40.91552,-74.366163,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MONTVILLE TOWNSHIP POLICE DEPT,"360 Route 202, Montville, New Jersey 07045-8697",40.91552,-74.366163,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
MORRIS COUNTY PARK POLICE,"300 Mendham Rd, Morristown, NJ 07960",40.788762,-74.538485,MORRIS,TRUCK TRACTOR,1,9/23/14,"$68,207.00 "
MORRIS COUNTY PARK POLICE,"300 Mendham Rd, Morristown, NJ 07960",40.788762,-74.538485,MORRIS,TRUCK TRACTOR,1,11/5/14,"$86,203.00 "
MORRIS COUNTY PARK POLICE,"300 Mendham Rd, Morristown, NJ 07960",40.788762,-74.538485,MORRIS,"TRUCK,CARGO",1,8/13/14,"$72,040.00 "
MORRIS COUNTY PARK POLICE,"300 Mendham Rd, Morristown, NJ 07960",40.788762,-74.538485,MORRIS,"TRUCK,CARGO",1,8/14/14,"$72,040.00 "
MORRIS COUNTY PARK POLICE,"300 Mendham Rd, Morristown, NJ 07960",40.788762,-74.538485,MORRIS,"TRUCK,CARGO",1,8/14/14,"$72,040.00 "
MORRIS COUNTY PARK POLICE,"300 Mendham Rd, Morristown, NJ 07960",40.788762,-74.538485,MORRIS,"TRUCK,CARGO",1,9/23/14,"$67,139.00 "
MORRIS COUNTY PARK POLICE,"300 Mendham Rd, Morristown, NJ 07960",40.788762,-74.538485,MORRIS,"TRUCK,DUMP",1,8/13/14,"$72,425.00 "
